Date,Open,High,Low,Close,Adj Close,Volume
9/24/2019,59.669998,59.77,58.720001,58.91,58.50679,987800
9/25/2019,60.400002,60.740002,59.869999,60.580002,60.165363,1522500
9/26/2019,59.91,60.080002,59.23,59.41,59.003368,825500
9/27/2019,58.830002,59.389999,58.650002,58.77,58.548908,1501700
9/30/2019,58.490002,59.18,58.099998,59.130001,58.907555,666700
10/1/2019,58.5,58.959999,57.650002,57.959999,57.741955,988400
10/2/2019,57.25,57.25,56.509998,56.830002,56.616207,1005200
10/3/2019,57.349998,58,57,57.93,57.712067,823800
10/4/2019,57.889999,58.860001,57.889999,58.75,58.52898,631900
10/7/2019,58.099998,58.400002,58.07,58.07,57.85154,661400
10/8/2019,57.549999,57.610001,57.029999,57.209999,56.994774,630500
10/9/2019,57.779999,58.099998,57.689999,57.869999,57.65229,323500
10/10/2019,57.139999,57.560001,57.07,57.330002,57.114326,721300
10/11/2019,58,58.91,58,58.139999,57.921276,1378000
10/14/2019,58.139999,58.380001,57.82,57.84,57.622406,461400
10/15/2019,58.189999,58.68,58.150002,58.5,58.279922,943000
10/16/2019,58.5,59.040001,58.490002,58.919998,58.698341,747600
10/17/2019,60.029999,60.25,59.759998,60.040001,59.814129,759600
10/18/2019,59.799999,59.869999,58.599998,59.209999,58.987251,1079000
10/21/2019,59.439999,59.580002,59.110001,59.18,58.957363,564300
10/22/2019,59.48,59.580002,58.939999,58.970001,58.748158,649700
10/23/2019,58.77,58.810001,58.240002,58.580002,58.359623,589100
10/24/2019,59.150002,59.150002,58.349998,58.630001,58.409435,727500
10/25/2019,58.23,58.619999,58.029999,58.509998,58.289883,683700
10/28/2019,58.849998,59.279999,58.689999,59.060001,58.837818,874900
10/29/2019,58.860001,59.34,58.830002,59.240002,59.017139,1496400
10/30/2019,60.200001,61.77,59.860001,61.07,60.840256,1265100
10/31/2019,61.080002,61.09,60.41,60.830002,60.601158,661800
11/1/2019,61.27,61.619999,61.119999,61.439999,61.208862,613700
11/4/2019,61.799999,61.849998,61.34,61.57,61.338371,606200
11/5/2019,61.560001,61.57,61.029999,61.439999,61.208862,663600
11/6/2019,61.040001,61.200001,60.68,60.73,60.501534,456600
11/7/2019,60.41,60.720001,60.220001,60.400002,60.172775,649500
11/8/2019,60.25,60.57,60.150002,60.41,60.182735,941800
11/11/2019,61.400002,61.880001,61,61.720001,61.487812,1398700
11/12/2019,62,62.5,61.91,62.130001,61.896267,1068100
11/13/2019,62.580002,62.580002,62.23,62.290001,62.055664,1089300
11/14/2019,62.009998,62.099998,61.34,61.849998,61.617317,424100
11/15/2019,62,62.200001,61.720001,62.060001,61.82653,325200
11/18/2019,63.009998,63.009998,62.330002,62.439999,62.205097,827100
11/19/2019,62.240002,62.32,61.75,61.900002,61.667133,1512500
11/20/2019,61.720001,61.880001,61.25,61.48,61.248711,852500
11/21/2019,61.099998,61.639999,60.959999,61.52,61.288563,1149700
11/22/2019,61.639999,61.700001,61.169998,61.200001,60.969765,607200
11/25/2019,61.709999,61.950001,61.580002,61.799999,61.567509,879400
11/26/2019,63,63.200001,62.619999,63.150002,62.91243,2221700
11/27/2019,63.279999,63.75,63.200001,63.720001,63.480286,1565400
11/29/2019,63.259998,63.599998,63.220001,63.48,63.241188,952800
12/2/2019,63.459999,63.560001,62.689999,63.279999,63.041939,1515400
12/3/2019,64.400002,64.629997,63.91,64.589996,64.347008,1648100
12/4/2019,65.269997,65.559998,65.080002,65.290001,65.04438,1123800
12/5/2019,65.160004,65.290001,64.800003,65.199997,64.954712,1156400
12/6/2019,65.339996,65.470001,65.150002,65.290001,65.04438,999800
12/9/2019,65.610001,66.300003,65.610001,65.93,65.681969,1323200
12/10/2019,66.57,66.699997,66.040001,66.309998,66.060539,872900
12/11/2019,66.480003,66.550003,66.199997,66.540001,66.28968,1375100
12/12/2019,66.919998,67.389999,66.830002,67.32,67.066742,1152300
12/13/2019,67.400002,67.790001,67.199997,67.57,67.315804,1019200
12/16/2019,68.199997,68.470001,68,68.25,67.99324,1109400
12/17/2019,68.040001,68.089996,67.690002,67.739998,67.485161,747600
12/18/2019,67.830002,67.910004,67.400002,67.699997,67.445313,557700
12/19/2019,68.059998,68.209999,67.82,67.879997,67.624634,667600
12/20/2019,67.239998,67.910004,66.919998,67.900002,67.644562,1594400
12/23/2019,67.809998,68.169998,67.599998,68.080002,67.823883,601400
12/24/2019,67.980003,68,67.760002,67.760002,67.505089,264500
12/26/2019,68,68.029999,67.849998,68.019997,67.764107,518000
12/27/2019,68.029999,68.099998,67.730003,67.779999,67.525009,351100
12/30/2019,67.779999,67.790001,67.25,67.720001,67.46524,993900
12/31/2019,67.720001,68.029999,67.510002,68,67.744186,549700
1/2/2020,68.300003,69.059998,68.279999,69.059998,68.800194,856500
1/3/2020,68.5,68.650002,67.959999,68.080002,67.823883,518600
1/6/2020,68.25,69.199997,68.220001,69.110001,68.850006,755500
1/7/2020,70.510002,70.580002,69.809998,70.199997,69.935905,1316200
1/8/2020,70.800003,71.120003,70.370003,70.459999,70.194931,1640200
1/9/2020,71.400002,71.660004,70.589996,71.029999,70.762787,2377300
1/10/2020,71.459999,71.459999,70.739998,70.860001,70.593422,1120500
1/13/2020,71.389999,71.699997,71.080002,71.639999,71.370491,1272300
1/14/2020,72.940002,72.949997,72.010002,72.470001,72.197365,1940800
1/15/2020,71.599998,72.120003,71.449997,71.599998,71.330635,1085900
1/16/2020,72.230003,72.720001,72.199997,72.620003,72.346809,1158900
1/17/2020,72.720001,72.720001,72.160004,72.480003,72.207336,780500
1/21/2020,72.5,72.5,72.110001,72.129997,71.858643,967200
1/22/2020,72.57,72.68,72.169998,72.379997,72.107704,760800
1/23/2020,72.75,72.75,72.019997,72.589996,72.31691,579700
1/24/2020,72.639999,72.68,71.480003,71.879997,71.609581,678300
1/27/2020,71.440002,71.699997,71.150002,71.309998,71.041725,1267300
1/28/2020,71.699997,72.209999,71.349998,72.019997,71.749054,812600
1/29/2020,71.900002,72.019997,71.650002,71.800003,71.529892,613000
1/30/2020,70.629997,71.309998,70.209999,71.139999,70.872368,870900
1/31/2020,70.989998,70.989998,69.910004,70.18,69.915985,957400
2/3/2020,70.290001,70.900002,70.25,70.480003,70.214859,1814800
2/4/2020,72.169998,73.860001,71.160004,73,72.725372,1578700
2/5/2020,70.660004,71.059998,70.349998,70.510002,70.244743,1799000
2/6/2020,70.970001,71.550003,70.970001,71.550003,71.28083,662600
2/7/2020,71,71.25,69.709999,70.089996,69.826317,1462400
2/10/2020,70.129997,70.209999,69.629997,70.169998,69.906021,929300
2/11/2020,70.629997,70.849998,70.190002,70.32,70.055458,852000
2/12/2020,70.300003,70.790001,70.300003,70.769997,70.503761,587900
2/13/2020,69.919998,69.919998,69.510002,69.599998,69.338165,910300
2/14/2020,69.480003,69.529999,68.459999,68.830002,68.57106,1485200
2/18/2020,66.419998,67.089996,66.099998,66.639999,66.389297,2345700
2/19/2020,66.959999,67.370003,66.870003,67.07,66.81768,1234900
2/20/2020,66.910004,67.169998,66.029999,66.739998,66.488922,1326100
2/21/2020,66.949997,67,65.75,65.940002,65.691933,906900
2/24/2020,64,64.580002,63.509998,63.93,63.689495,1413800
2/25/2020,65.25,65.5,63.130001,63.580002,63.340813,2226400
2/26/2020,64.360001,64.830002,63.779999,63.939999,63.699455,1553400
2/27/2020,61.91,62.720001,60.880001,60.889999,60.660931,2006000
2/28/2020,59.490002,62.459999,59.349998,62.200001,61.966003,2723300
3/2/2020,63.599998,64.260002,62.310001,64.160004,63.918633,2117900
3/3/2020,63.77,64.510002,62.560001,63.18,62.942318,1714500
3/4/2020,63.779999,64.949997,63.57,64.790001,64.546257,1223800
3/5/2020,63.849998,63.990002,62.919998,63.439999,63.201336,1259900
3/6/2020,62.799999,63.240002,62.16,63.119999,62.882542,1165600
3/9/2020,58.189999,60.470001,58,58.529999,58.309807,1374800
3/10/2020,61.09,61.150002,59.060001,60.330002,60.103039,3117300
3/11/2020,58.950001,59.349998,57.439999,57.790001,57.572594,1349800
3/12/2020,54.529999,55.470001,51.5,52.57,52.372231,2072100
3/13/2020,56.349998,56.669998,53.290001,56.32,56.108124,2012300
3/16/2020,52,53.860001,50.939999,51.68,51.48558,1458900
3/17/2020,53.41,55.369999,52.650002,55.200001,54.992336,1702400
3/18/2020,54.779999,58.099998,52.080002,54.790001,54.583881,3626500
3/19/2020,54.860001,56.040001,53.599998,55.400002,55.191586,2382900
3/20/2020,56.48,56.900002,52.82,53.060001,52.86039,1613000
3/23/2020,53.939999,54.400002,51.580002,52.900002,52.700993,1592600
3/24/2020,56.299999,57,55.560001,57,56.785564,2281900
3/25/2020,58.380001,59.330002,56.32,57.68,57.463009,1225000
3/26/2020,58.66,60.509998,58,60.5,60.2724,1465400
3/27/2020,59.599998,60.599998,58.720001,59.32,59.32,1943400
3/30/2020,59.939999,60.450001,59.139999,60.169998,60.169998,1215200
3/31/2020,59.27,60.5,58.610001,59.18,59.18,1057900
4/1/2020,57.93,58.43,56.650002,56.849998,56.849998,1110900
4/2/2020,58.369999,59.299999,57.91,58.91,58.91,1107900
4/3/2020,58,58.529999,56.77,57.48,57.48,667800
4/6/2020,59.830002,61.23,59.5,60.869999,60.869999,1196800
4/7/2020,62.75,62.900002,60.459999,60.66,60.66,1347100
4/8/2020,61.080002,62.369999,60.720001,62.110001,62.110001,1112600
4/9/2020,62.23,62.450001,61,61.580002,61.580002,1139300
4/13/2020,61,61.080002,59.509998,60.09,60.09,1551700
4/14/2020,61.799999,62.049999,60.900002,61.43,61.43,1762500
4/15/2020,62.200001,62.200001,61.240002,62.07,62.07,2207300
4/16/2020,62.419998,62.470001,61.59,62.240002,62.240002,2740200
4/17/2020,64.139999,64.440002,63.490002,64.440002,64.440002,3182300
4/20/2020,63.59,64.43,63.200001,63.549999,63.549999,2436900
4/21/2020,62.209999,62.650002,61.41,62.049999,62.049999,2203700
4/22/2020,62.689999,62.98,62.470001,62.68,62.68,837300
4/23/2020,63.43,63.5,61.959999,62.060001,62.060001,985500
4/24/2020,63.189999,63.189999,62.25,62.959999,62.959999,1158100
4/27/2020,63.509998,63.869999,63.220001,63.450001,63.450001,1233300
4/28/2020,63.880001,64.040001,62.889999,62.919998,62.919998,972100
4/29/2020,64.410004,64.849998,63.830002,64.580002,64.580002,1193600
4/30/2020,64.160004,64.440002,63.400002,64.25,64.25,1108900
5/1/2020,63.23,63.619999,62.16,62.73,62.73,625200
5/4/2020,62.299999,62.529999,61.349998,61.939999,61.939999,768100
5/5/2020,62.889999,63.740002,62.779999,63.389999,63.389999,957200
5/6/2020,63.939999,64.260002,63.240002,63.950001,63.950001,913600
5/7/2020,64.269997,64.589996,63.900002,64.370003,64.370003,900400
5/8/2020,65,65.889999,64.589996,65.510002,65.510002,957700
5/11/2020,65.769997,66.050003,65.279999,65.970001,65.970001,916800
5/12/2020,65.919998,66.400002,65.550003,65.589996,65.589996,1140200
5/13/2020,63.68,64.050003,62.299999,62.779999,62.779999,2543800
5/14/2020,62.939999,63.66,62.369999,63.66,63.66,1329900
5/15/2020,63.52,64.559998,63.48,64.010002,64.010002,1241200
5/18/2020,63,64.459999,62.689999,64.07,64.07,1976900
5/19/2020,64.290001,64.339996,63,63.049999,63.049999,2118400
5/20/2020,63.23,63.849998,63.060001,63.169998,63.169998,2146500
5/21/2020,63,63.380001,62.18,62.740002,62.740002,1214600
5/22/2020,63.200001,63.32,62.59,63.240002,63.240002,848700
5/26/2020,62.790001,63.16,62.16,62.18,62.18,1435100
5/27/2020,62.5,63.029999,62.02,62.970001,62.970001,1524600
5/28/2020,63.580002,65.330002,63.580002,64.580002,64.580002,1606900
5/29/2020,64.199997,64.760002,63.650002,64.760002,64.760002,1176800
6/1/2020,64.910004,65.650002,64.559998,65.489998,65.489998,1423600
6/2/2020,65.980003,66.82,65.919998,66.75,66.75,1420600
6/3/2020,66,67.019997,65.970001,66.790001,66.790001,2723200
6/4/2020,67,67.410004,66.059998,66.18,66.18,1167400
6/5/2020,66.580002,67.550003,66.550003,67.309998,67.309998,1274500
6/8/2020,67.5,68.790001,67.300003,68.559998,68.559998,1392600
6/9/2020,68.440002,68.800003,67.900002,68.449997,68.449997,986700
6/10/2020,70,70.599998,69.150002,70.510002,70.510002,1863300
6/11/2020,70.169998,70.190002,67.099998,67.370003,67.370003,2784400
6/12/2020,69.720001,69.830002,66.870003,68.290001,68.290001,2360700
6/15/2020,68.360001,69.989998,67.889999,69.730003,69.730003,1640100
6/16/2020,70.489998,70.5,68.800003,69.349998,69.349998,1029200
6/17/2020,70.959999,71.779999,70.730003,71.580002,71.580002,1375300
6/18/2020,71.650002,71.849998,71.419998,71.550003,71.550003,920000
6/19/2020,71.720001,71.849998,70.75,70.980003,70.980003,1513900
6/22/2020,71.25,71.809998,70.959999,71.709999,71.709999,605900
6/23/2020,71.809998,72.339996,71.589996,71.639999,71.639999,1189700
6/24/2020,71.389999,71.480003,70.300003,70.650002,70.650002,646500
6/25/2020,70.160004,71.120003,69.720001,71,71,682300
6/26/2020,70.260002,70.419998,69.199997,69.68,69.68,953300
6/29/2020,68.739998,68.849998,68.150002,68.720001,68.720001,972100
6/30/2020,68.629997,69.220001,68.459999,69.129997,69.129997,736700
7/1/2020,69.169998,70.949997,69.169998,70.389999,70.389999,1549700
7/2/2020,70.5,70.5,69.970001,70.230003,70.230003,1087000
7/6/2020,70.519997,70.809998,70.300003,70.529999,70.529999,1397500
7/7/2020,69.82,70.059998,69.050003,69.160004,69.160004,908000
7/8/2020,69.550003,69.849998,68.980003,69.790001,69.790001,533500
7/9/2020,71.32,71.660004,70.480003,71.529999,71.529999,949600
7/10/2020,73,74.110001,72.610001,73.940002,73.940002,1666900
7/13/2020,75.5,76.639999,74.160004,74.360001,74.360001,1814600
7/14/2020,73.389999,74.610001,73.129997,74.519997,74.519997,757600
7/15/2020,76.110001,77.879997,75.889999,76.830002,76.830002,1985200
7/16/2020,76.300003,77.07,76.150002,76.800003,76.800003,935400
7/17/2020,75.959999,76.43,75.440002,76.080002,76.080002,1091700
7/20/2020,77.18,78.5,76.889999,78.18,78.18,875000
7/21/2020,78.25,78.269997,77.150002,77.309998,77.309998,698200
7/22/2020,77.269997,77.599998,76.809998,77.349998,77.349998,417000
7/23/2020,77.480003,77.989998,76.190002,76.419998,76.419998,608100
7/24/2020,75.849998,76.550003,75.339996,76.459999,76.459999,535500
7/27/2020,77.669998,78.610001,77.629997,78.529999,78.529999,911200
7/28/2020,78.5,78.5,77.589996,77.620003,77.620003,479200
7/29/2020,77.629997,78.739998,77.559998,78.349998,78.349998,530400
7/30/2020,77.459999,78.760002,77.330002,78.519997,78.519997,624300
7/31/2020,76.980003,77.970001,76.910004,77.959999,77.959999,1113400
8/3/2020,78.709999,81.410004,78.669998,81.269997,81.269997,2149700
8/4/2020,83.559998,84.150002,82.510002,83.370003,83.370003,1695500
8/5/2020,81.699997,81.790001,80.709999,81.25,81.25,1198600
8/6/2020,80.860001,81.120003,80.360001,80.470001,80.470001,1129800
8/7/2020,80.5,80.730003,79.110001,80.029999,80.029999,1101600
8/10/2020,80.449997,80.449997,79.730003,80.050003,80.050003,644600
8/11/2020,79.919998,80.32,79.220001,79.330002,79.330002,1039600
8/12/2020,79.510002,80.980003,79.459999,80.739998,80.739998,1233600
8/13/2020,81.559998,83.190002,81.269997,82.669998,82.669998,1794200
8/14/2020,83.389999,83.610001,82.879997,82.93,82.93,1419400
8/17/2020,83.529999,83.709999,82.720001,83.449997,83.449997,1237400
8/18/2020,83.849998,83.900002,82.629997,82.980003,82.980003,798200
8/19/2020,81.5,82.07,81.019997,81.099998,81.099998,1354300
8/20/2020,79.07,79.57,78.870003,79.410004,79.410004,1224700
8/21/2020,78.5,78.93,78.199997,78.75,78.75,1337000
8/24/2020,79.910004,80.279999,79.370003,79.769997,79.769997,848500
8/25/2020,79.18,79.620003,79.160004,79.370003,79.370003,636000
8/26/2020,80.400002,81.209999,80.139999,81.120003,81.120003,900600
8/27/2020,81.199997,81.199997,79.970001,80.419998,80.419998,1032800
8/28/2020,79.07,79.650002,78.800003,79.389999,79.389999,1010000
8/31/2020,78.650002,78.980003,78.440002,78.639999,78.639999,777200
9/1/2020,79.230003,80.110001,78.75,79.5,79.5,1062500
9/2/2020,79.589996,80,78.800003,79.489998,79.489998,888900
9/3/2020,78.849998,78.959999,76.709999,77.379997,77.379997,1069300
9/4/2020,77.779999,78.470001,75.599998,77.660004,77.660004,1241500
9/8/2020,76.709999,76.860001,75.870003,76.010002,76.010002,1262300
9/9/2020,76.860001,77.949997,76.550003,77.480003,77.480003,888300
9/10/2020,77.769997,77.940002,76.400002,76.5,76.5,979700
9/11/2020,77.18,77.389999,76.239998,77.019997,77.019997,826100
9/14/2020,77.330002,78.260002,77.269997,77.720001,77.720001,676200
9/15/2020,76.870003,77.300003,76.230003,76.459999,76.459999,1383600
9/16/2020,77.879997,78,76.889999,76.989998,76.989998,1789200
9/17/2020,77.160004,78.290001,76.720001,77.610001,77.610001,1461500
9/18/2020,80.080002,80.169998,78.330002,78.959999,78.959999,1212000
9/21/2020,77.75,78.349998,77,78.269997,78.269997,762500
9/22/2020,79.07,79.080002,77.82,78.699997,78.699997,730800
9/23/2020,78.5,78.540001,76.989998,77.330002,77.330002,873100
